"pin","year","class","township_code","case_no","hearing_type","subkey","appeal_type","status","mailed_bldg","mailed_land","mailed_tot","certified_bldg","certified_land","certified_tot","change","reason_code1","reason_desc1","reason_code2","reason_desc2","reason_code3","reason_desc3","agent_code","agent_name","row_id"
"06271080440000","2003","295","18","209","Current year appeal","1","residential",,"13959","2026","15985","13959","2026","15985","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"062710804400002003209A1"
"06271110260000","2003","278","18","122","Current year appeal","1","residential",,"17527","7262","24789","17527","7262","24789","no change","18","This is due to lack of data having been submitted for our review.","18","This is due to lack of data having been submitted for our review.",,,,,"062711102600002003122A1"
"06271120010000","2003","278","18","250","Current year appeal","1","residential",,"25209","8160","33369","25209","8160","33369","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"062711200100002003250A1"
"06272000150000","2003","517","18","138","Current year appeal","1","commercial",,"273599","76977","350576","222203","76977","299180","change","11","This is the result of an income, market or cost analysis.",,,,,,,"062720001500002003138A1"
"06272010130000","2003","590","18","284","Current year appeal","1","commercial",,"1452","22155","23607","1452","22155","23607","no change","18","This is due to lack of data having been submitted for our review.","19","This is due to insufficient data having been submitted for our review.",,,,,"062720101300002003284A1"
"06272030210000","2003","590","18","284","Current year appeal","1","commercial",,"3117","22676","25793","3117","22676","25793","no change","18","This is due to lack of data having been submitted for our review.","19","This is due to insufficient data having been submitted for our review.",,,,,"062720302100002003284A1"
"06272120060000","2003","278","18","23","Current year appeal","1","residential",,"23112","13044","36156","22289","13044","35333","change","2","This is the result of an analysis of comparable properties. The decrease includes an update of your property's characteristics.",,,,,,,"06272120060000200323A1"
"06272120280000","2003","100","18","9000142","Current appeal & certificate of error","1","land",,"0","2288","2288","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0627212028000020039000142C1"
"06272190100000","2003","100","18","9000053","Current year appeal","1","land",,"0","5343","5343","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0627219010000020039000053A1"
"06272190110000","2003","100","18","9000053","Current year appeal","1","land",,"0","3322","3322","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"0627219011000020039000053A1"
"06272190330000","2003","295","18","249","Current year appeal","1","residential",,"15332","2163","17495","15332","2163","17495","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"062721903300002003249A1"
"06273000340000","2003","100","18","101","Current year appeal","1","land",,"0","23022","23022","0","23022","23022","no change","28","This is due to a Board of Review decision or reduction.",,,,,,,"062730003400002003101A1"
"06273060150000","2003","204","18","215","Current year appeal","1","residential",,"18989","7426","26415","18989","7426","26415","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"062730601500002003215A1"
"06273090220000","2003","278","18","43","Current year appeal","1","residential",,"36989","20329","57318","36989","20329","57318","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"06273090220000200343A1"
"06273120200000","2003","278","18","38","Current year appeal","1","residential",,"34888","15997","50885","32998","15997","48995","change","2","This is the result of an analysis of comparable properties. The decrease includes an update of your property's characteristics.",,,,,,,"06273120200000200338A1"
"06273120210000","2003","278","18","46","Current year appeal","1","residential",,"36940","16453","53393","35638","16453","52091","change","2","This is the result of an analysis of comparable properties. The decrease includes an update of your property's characteristics.",,,,,,,"06273120210000200346A1"
"06273120230000","2003","278","18","147","Current year appeal","1","residential",,"31667","18869","50536","31667","18869","50536","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.","16","This is due to your property's uniformity with comparable properties.",,,,,"062731202300002003147A1"
"06273120240000","2003","278","18","56","Current year appeal","1","residential",,"36940","19173","56113","36940","19173","56113","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"06273120240000200356A1"
"06273130010000","2003","204","18","44","Current year appeal","1","residential",,"30139","16015","46154","28388","16015","44403","change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.","1","This is the result of an analysis of comparable properties.",,,,,"06273130010000200344A1"
"06273130030000","2003","278","18","37","Current year appeal","1","residential",,"28797","17652","46449","24998","17652","42650","change","2","This is the result of an analysis of comparable properties. The decrease includes an update of your property's characteristics.",,,,,,,"06273130030000200337A1"
"06273130050000","2003","278","18","11","Current year appeal","1","residential",,"27197","13781","40978","27197","13781","40978","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"06273130050000200311A1"
"06273130100000","2003","278","18","61","Current year appeal","1","residential",,"28797","16020","44817","28797","16020","44817","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"06273130100000200361A1"
"06273130150000","2003","278","18","82","Current year appeal","1","residential",,"17663","36565","54228","8292","36565","44857","change","1","This is the result of an analysis of comparable properties.",,,,,,,"06273130150000200382A1"
"06274000270000","2003","100","18","171","Current year appeal","1","residential",,"22491","9600","32091","0","13200","13200","change","3","This is the result of a factual change in your property records.",,,,,,,"062740002700002003171A1"
"06274030140000","2003","391","18","137","Current year appeal","1","commercial",,"1233312","266685","1499997","1233312","266685","1499997","no change","25",,"22","This is due to income, market or cost analysis supporting the assessment.",,,,,"062740301400002003137A1"
"06274100020000","2003","278","18","73","Current year appeal","1","residential",,"21707","8056","29763","21707","8056","29763","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"06274100020000200373A1"
"06281020060000","2003","100","18","120","Current year appeal","1","commercial",,"0","100972","100972","0","58457","58457","change","3","This is the result of a factual change in your property records.",,,,,,,"062810200600002003120A1"
"06281030120000","2003","295","18","181","Current year appeal","1","residential",,"15267","5011","20278","15267","5011","20278","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"062810301200002003181A1"
